species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup
Lastreopsis_poecilophlebia,rbcL,KJ464424,1308,"Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R. C. Moran","Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R.C.Moran",1521651,FALSE
Lastreopsis_poecilophlebia,rps4-trnS,KJ464665,422,"Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R. C. Moran","Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R.C.Moran",1521651,FALSE
Lastreopsis_poecilophlebia,trnL-trnF,KJ464595,283,"Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R. C. Moran","Lastreopsis poecilophlebia (Hook.) Labiak, Sundue & R.C.Moran",1521651,FALSE
Lastreopsis_silvestris,rps4-trnS,KJ464713,404,Lastreopsis silvestris D. A. Sm. ex Tindale,Lastreopsis silvestris D.A.Sm. ex Tindale,1521671,FALSE
Lastreopsis_subrecedens,atpB,EF450531,1168,Lastreopsis subrecedens Ching,Lastreopsis subrecedens Ching,450140,FALSE
Lastreopsis_subrecedens,matK,KJ196539,1232,Lastreopsis subrecedens Ching,Lastreopsis subrecedens Ching,450140,FALSE
Lastreopsis_subrecedens,rbcL,EF460685,1258,Lastreopsis subrecedens Ching,Lastreopsis subrecedens Ching,450140,FALSE
Lastreopsis_subrecedens,trnL-trnF,KJ196646,361,Lastreopsis subrecedens Ching,Lastreopsis subrecedens Ching,450140,FALSE
Lastreopsis_subsericea,rbcL,KY886941,1263,Lastreopsis subsericea (Mett.) Tindale,Lastreopsis subsericea (Mett.) Tindale,1521674,FALSE
Lastreopsis_subsericea,rps4-trnS,KJ464715,436,Lastreopsis subsericea (Mett.) Tindale,Lastreopsis subsericea (Mett.) Tindale,1521674,FALSE
Lastreopsis_subsericea,trnL-trnF,MW183351,848,Lastreopsis subsericea (Mett.) Tindale,Lastreopsis subsericea (Mett.) Tindale,1521674,FALSE
Lastreopsis_tenera,rbcL,KJ464467,1308,Lastreopsis tenera (R. Br.) Tindale,Lastreopsis tenera (R.Br.) Tindale,1521676,FALSE
Lastreopsis_tenera,rps4-trnS,KJ464717,422,Lastreopsis tenera (R. Br.) Tindale,Lastreopsis tenera (R.Br.) Tindale,1521676,FALSE
Lastreopsis_tenera,trnL-trnF,KJ464636,260,Lastreopsis tenera (R. Br.) Tindale,Lastreopsis tenera (R.Br.) Tindale,1521676,FALSE
Lastreopsis_tripinnata,atpA,KP164482,1506,"Lastreopsis tripinnata (F. Muell. ex Benth.) Labiak, Sundue & R. C. Moran","Lastreopsis tripinnata (F.Muell. ex Benth.) Labiak, Sundue & R.C.Moran",1521689,FALSE
Lastreopsis_tripinnata,atpB,KP164489,1188,"Lastreopsis tripinnata (F. Muell. ex Benth.) Labiak, Sundue & R. C. Moran","Lastreopsis tripinnata (F.Muell. ex Benth.) Labiak, Sundue & R.C.Moran",1521689,FALSE
Lastreopsis_tripinnata,rbcL,KJ464492,1308,"Lastreopsis tripinnata (F. Muell. ex Benth.) Labiak, Sundue & R. C. Moran","Lastreopsis tripinnata (F.Muell. ex Benth.) Labiak, Sundue & R.C.Moran",1521689,FALSE
Lastreopsis_tripinnata,rps4-trnS,KJ464740,431,"Lastreopsis tripinnata (F. Muell. ex Benth.) Labiak, Sundue & R. C. Moran","Lastreopsis tripinnata (F.Muell. ex Benth.) Labiak, Sundue & R.C.Moran",1521689,FALSE
Lastreopsis_velutina,rbcL,KY886943,1260,Lastreopsis velutina (A. Rich.) Tindale,Lastreopsis velutina (A.Rich.) Tindale,2126043,FALSE
Lastreopsis_velutina,trnL-trnF,KY886965,268,Lastreopsis velutina (A. Rich.) Tindale,Lastreopsis velutina (A.Rich.) Tindale,2126043,FALSE
Lastreopsis_vieillardii,rbcL,MW183343,1235,Lastreopsis vieillardii (Mett.) Tindale,Lastreopsis vieillardii (Mett.) Tindale,2126044,FALSE
Lastreopsis_vieillardii,trnL-trnF,MW183347,861,Lastreopsis vieillardii (Mett.) Tindale,Lastreopsis vieillardii (Mett.) Tindale,2126044,FALSE
Lastreopsis_walleri,rbcL,KJ464472,1308,Lastreopsis walleri Tindale,Lastreopsis walleri Tindale,1521679,FALSE
Lastreopsis_walleri,rps4-trnS,KJ464723,422,Lastreopsis walleri Tindale,Lastreopsis walleri Tindale,1521679,FALSE
Lastreopsis_wurunuran,rbcL,KJ464475,1308,Lastreopsis wurunuran (Domin) Tindale,Lastreopsis wurunuran Tindale,1521681,FALSE
Lastreopsis_wurunuran,rps4-trnS,KJ464725,431,Lastreopsis wurunuran (Domin) Tindale,Lastreopsis wurunuran Tindale,1521681,FALSE
Lecanopteris_balgooyi,rbcL,AF470328,1319,Lecanopteris balgooyi Hennipman,Lecanopteris balgooyi Hennipman,187352,FALSE
Lecanopteris_balgooyi,trnL-trnF,AY083631,186,Lecanopteris balgooyi Hennipman,Lecanopteris balgooyi Hennipman,187352,FALSE
Lecanopteris_carnosa,rbcL,AF470322,1320,Lecanopteris carnosa (Reinw.) Blume,Lecanopteris carnosa (Reinw.) Blume,187353,FALSE
Lecanopteris_carnosa,trnL-trnF,AY083625,148,Lecanopteris carnosa (Reinw.) Blume,Lecanopteris carnosa (Reinw.) Blume,187353,FALSE
Lecanopteris_celebica,rbcL,AF470323,1303,Lecanopteris celebica Hennipman,Lecanopteris celebica Hennipman,187354,FALSE
Lecanopteris_celebica,trnL-trnF,AY083626,200,Lecanopteris celebica Hennipman,Lecanopteris celebica Hennipman,187354,FALSE
Lecanopteris_crustacea,rbcL,AF470329,1320,Lecanopteris crustacea Copel.,Lecanopteris crustacea Copel.,187355,FALSE
Lecanopteris_deparioides,rbcL,AF470324,1320,Lecanopteris deparioides (Ces.) Baker,Lecanopteris deparioides (Ces.) Baker,187356,FALSE
Lecanopteris_deparioides,trnL-trnF,AY083627,192,Lecanopteris deparioides (Ces.) Baker,Lecanopteris deparioides (Ces.) Baker,187356,FALSE
Lecanopteris_luzonensis,rbcL,AF470325,1320,Lecanopteris luzonensis Hennipman,Lecanopteris luzonensis Hennipman,187357,FALSE
Lecanopteris_luzonensis,trnL-trnF,AY083628,192,Lecanopteris luzonensis Hennipman,Lecanopteris luzonensis Hennipman,187357,FALSE
Lecanopteris_mirabilis,rbcL,AF470330,1320,Lecanopteris mirabilis Copel.,Lecanopteris mirabilis (C.Chr.) Copel.,187358,FALSE
Lecanopteris_mirabilis,trnL-trnF,AY083633,75,Lecanopteris mirabilis Copel.,Lecanopteris mirabilis (C.Chr.) Copel.,187358,FALSE
Lecanopteris_pumila,rbcL,AF470331,1320,Lecanopteris pumila Blume,Lecanopteris pumila Blume,187359,FALSE
Lecanopteris_pumila,trnL-trnF,AY083634,209,Lecanopteris pumila Blume,Lecanopteris pumila Blume,187359,FALSE
Lecanopteris_sarcopus,rbcL,EU482935,1308,Lecanopteris sarcopus (Teijsm. & Binn.) Copel.,Lecanopteris sarcopus (Teijsm. & Binn.) Copel.,187360,FALSE
Lecanopteris_sarcopus,trnL-trnF,EU483030,287,Lecanopteris sarcopus (Teijsm. & Binn.) Copel.,Lecanopteris sarcopus (Teijsm. & Binn.) Copel.,187360,FALSE
Lecanopteris_sinuosa,rbcL,AF470321,1320,Lecanopteris sinuosa (Wall. ex Hook.) Copel.,Lecanopteris sinuosa (Hook.) Copel.,187361,FALSE
Lecanopteris_sinuosa,trnL-trnF,AY083624,296,Lecanopteris sinuosa (Wall. ex Hook.) Copel.,Lecanopteris sinuosa (Hook.) Copel.,187361,FALSE
Lecanopteris_spinosa,rbcL,AF470327,1314,Lecanopteris spinosa Jermy & T. Walker,Lecanopteris spinosa Jermy & T.G.Walker,187362,FALSE
Lecanopteris_spinosa,trnL-trnF,AY083630,198,Lecanopteris spinosa Jermy & T. Walker,Lecanopteris spinosa Jermy & T.G.Walker,187362,FALSE
Lellingeria_affinis,atpB,GU376570,1260,Lellingeria affinis Labiak,Lellingeria affinis Labiak,861202,FALSE
Lellingeria_affinis,rbcL,GU386982,1270,Lellingeria affinis Labiak,Lellingeria affinis Labiak,861202,FALSE
Lellingeria_affinis,rps4-trnS,GU387044,441,Lellingeria affinis Labiak,Lellingeria affinis Labiak,861202,FALSE
Lellingeria_affinis,trnL-trnF,GU387212,331,Lellingeria affinis Labiak,Lellingeria affinis Labiak,861202,FALSE
Lellingeria_apiculata,atpB,GU376573,1260,Lellingeria apiculata (Kunze ex Klotzsch) A. R. Sm. & R. C. Moran,Lellingeria apiculata (Kunze ex Klotzsch) A.R.Sm. & R.C.Moran,243336,FALSE
Lellingeria_apiculata,rbcL,GU387025,1270,Lellingeria apiculata (Kunze ex Klotzsch) A. R. Sm. & R. C. Moran,Lellingeria apiculata (Kunze ex Klotzsch) A.R.Sm. & R.C.Moran,243336,FALSE
Lellingeria_apiculata,rps4-trnS,GU387047,405,Lellingeria apiculata (Kunze ex Klotzsch) A. R. Sm. & R. C. Moran,Lellingeria apiculata (Kunze ex Klotzsch) A.R.Sm. & R.C.Moran,243336,FALSE
Lellingeria_apiculata,trnL-trnF,GU387215,331,Lellingeria apiculata (Kunze ex Klotzsch) A. R. Sm. & R. C. Moran,Lellingeria apiculata (Kunze ex Klotzsch) A.R.Sm. & R.C.Moran,243336,FALSE
Lellingeria_bishopii,atpB,GU376574,1260,Lellingeria bishopii Labiak,Lellingeria bishopii Labiak,741642,FALSE
Lellingeria_bishopii,rbcL,GU476878,1304,Lellingeria bishopii Labiak,Lellingeria bishopii Labiak,741642,FALSE
Lellingeria_bishopii,rps4-trnS,GU387048,446,Lellingeria bishopii Labiak,Lellingeria bishopii Labiak,741642,FALSE
Lellingeria_bishopii,trnL-trnF,GU387216,317,Lellingeria bishopii Labiak,Lellingeria bishopii Labiak,741642,FALSE
Lellingeria_brevistipes,plastome,MZ357088,66761,Lellingeria brevistipes (Mett. ex Kuhn) A. R. Sm. & R. C. Moran,Lellingeria brevistipes (Mett. ex Kuhn) A.R.Sm. & R.C.Moran,857779,FALSE
Lellingeria_calolepis,atpB,GU376577,1260,Lellingeria calolepis Labiak,Lellingeria calolepis Labiak,861203,FALSE
Lellingeria_calolepis,rbcL,GU386979,1270,Lellingeria calolepis Labiak,Lellingeria calolepis Labiak,861203,FALSE
Lellingeria_calolepis,rps4-trnS,GU387051,445,Lellingeria calolepis Labiak,Lellingeria calolepis Labiak,861203,FALSE
Lellingeria_calolepis,trnL-trnF,GU387219,323,Lellingeria calolepis Labiak,Lellingeria calolepis Labiak,861203,FALSE
Lellingeria_ciliolepis,atpB,GU376578,1260,Lellingeria ciliolepis (C. Chr.) A. R. Sm.,Lellingeria ciliolepis (C.Chr.) A.R.Sm.,857780,FALSE
Lellingeria_ciliolepis,rbcL,GU387016,1104,Lellingeria ciliolepis (C. Chr.) A. R. Sm.,Lellingeria ciliolepis (C.Chr.) A.R.Sm.,857780,FALSE
Lellingeria_ciliolepis,rps4-trnS,GU387052,448,Lellingeria ciliolepis (C. Chr.) A. R. Sm.,Lellingeria ciliolepis (C.Chr.) A.R.Sm.,857780,FALSE
Lellingeria_ciliolepis,trnL-trnF,GU387220,297,Lellingeria ciliolepis (C. Chr.) A. R. Sm.,Lellingeria ciliolepis (C.Chr.) A.R.Sm.,857780,FALSE
Lellingeria_depressa,atpB,GU376579,1260,Lellingeria depressa (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria depressa (C.Chr.) A.R.Sm. & R.C.Moran,857781,FALSE
Lellingeria_depressa,rbcL,GU387017,1270,Lellingeria depressa (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria depressa (C.Chr.) A.R.Sm. & R.C.Moran,857781,FALSE
Lellingeria_depressa,rps4-trnS,GU387053,395,Lellingeria depressa (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria depressa (C.Chr.) A.R.Sm. & R.C.Moran,857781,FALSE
Lellingeria_depressa,trnL-trnF,GU387221,316,Lellingeria depressa (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria depressa (C.Chr.) A.R.Sm. & R.C.Moran,857781,FALSE
Lellingeria_dissimulans,atpB,GU376580,1260,Lellingeria dissimulans (Maxon) A. R. Sm.,Lellingeria dissimulans (Maxon) A.R.Sm.,857782,FALSE
Lellingeria_dissimulans,rbcL,GU387043,1270,Lellingeria dissimulans (Maxon) A. R. Sm.,Lellingeria dissimulans (Maxon) A.R.Sm.,857782,FALSE
Lellingeria_dissimulans,rps4-trnS,GU387054,407,Lellingeria dissimulans (Maxon) A. R. Sm.,Lellingeria dissimulans (Maxon) A.R.Sm.,857782,FALSE
Lellingeria_dissimulans,trnL-trnF,GU387222,310,Lellingeria dissimulans (Maxon) A. R. Sm.,Lellingeria dissimulans (Maxon) A.R.Sm.,857782,FALSE
Lellingeria_flagellipinnata,atpB,GU376581,1260,Lellingeria flagellipinnata M. Kessler & A. R. Sm.,Lellingeria flagellipinnata M.Kessler & A.R.Sm.,857783,FALSE
Lellingeria_flagellipinnata,rbcL,GU387015,1270,Lellingeria flagellipinnata M. Kessler & A. R. Sm.,Lellingeria flagellipinnata M.Kessler & A.R.Sm.,857783,FALSE
Lellingeria_flagellipinnata,rps4-trnS,GU387055,443,Lellingeria flagellipinnata M. Kessler & A. R. Sm.,Lellingeria flagellipinnata M.Kessler & A.R.Sm.,857783,FALSE
Lellingeria_flagellipinnata,trnL-trnF,GU387223,317,Lellingeria flagellipinnata M. Kessler & A. R. Sm.,Lellingeria flagellipinnata M.Kessler & A.R.Sm.,857783,FALSE
Lellingeria_hombersleyi,rbcL,MW138141,1309,Lellingeria hombersleyi (Maxon) A. R. Sm.,Lellingeria hombersleyi (Maxon) A.R.Sm.,2781661,FALSE
Lellingeria_humilis,atpB,GU476763,1233,Lellingeria humilis (Mett.) A. R. Sm. & R. C. Moran,Lellingeria humilis (Mett.) A.R.Sm. & R.C.Moran,741028,FALSE
Lellingeria_humilis,rbcL,GU476897,1304,Lellingeria humilis (Mett.) A. R. Sm. & R. C. Moran,Lellingeria humilis (Mett.) A.R.Sm. & R.C.Moran,741028,FALSE
Lellingeria_humilis,trnL-trnF,GU476649,306,Lellingeria humilis (Mett.) A. R. Sm. & R. C. Moran,Lellingeria humilis (Mett.) A.R.Sm. & R.C.Moran,741028,FALSE
Lellingeria_isidrensis,atpB,GU376586,1162,Lellingeria isidrensis (Maxon ex Copel.) A. R. Sm. & R. C. Moran,Lellingeria isidrensis (Maxon ex Copel.) A.R.Sm. & R.C.Moran,857786,FALSE
Lellingeria_isidrensis,rbcL,GU387042,1270,Lellingeria isidrensis (Maxon ex Copel.) A. R. Sm. & R. C. Moran,Lellingeria isidrensis (Maxon ex Copel.) A.R.Sm. & R.C.Moran,857786,FALSE
Lellingeria_isidrensis,rps4-trnS,GU387061,371,Lellingeria isidrensis (Maxon ex Copel.) A. R. Sm. & R. C. Moran,Lellingeria isidrensis (Maxon ex Copel.) A.R.Sm. & R.C.Moran,857786,FALSE
Lellingeria_isidrensis,trnL-trnF,GU387228,307,Lellingeria isidrensis (Maxon ex Copel.) A. R. Sm. & R. C. Moran,Lellingeria isidrensis (Maxon ex Copel.) A.R.Sm. & R.C.Moran,857786,FALSE
Lellingeria_itatimensis,atpB,GU376587,1260,Lellingeria itatimensis (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria itatimensis (C.Chr.) A.R.Sm. & R.C.Moran,857787,FALSE
Lellingeria_itatimensis,rbcL,GU387020,1270,Lellingeria itatimensis (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria itatimensis (C.Chr.) A.R.Sm. & R.C.Moran,857787,FALSE
Lellingeria_itatimensis,rps4-trnS,GU387062,345,Lellingeria itatimensis (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria itatimensis (C.Chr.) A.R.Sm. & R.C.Moran,857787,FALSE
Lellingeria_itatimensis,trnL-trnF,GU387229,297,Lellingeria itatimensis (C. Chr.) A. R. Sm. & R. C. Moran,Lellingeria itatimensis (C.Chr.) A.R.Sm. & R.C.Moran,857787,FALSE
Lellingeria_jimenezii,atpB,GU376589,1260,Lellingeria jimenezii Labiak,Lellingeria jimenezii Labiak,861204,FALSE
Lellingeria_jimenezii,rbcL,GU386986,1270,Lellingeria jimenezii Labiak,Lellingeria jimenezii Labiak,861204,FALSE
Lellingeria_jimenezii,rps4-trnS,GU387064,447,Lellingeria jimenezii Labiak,Lellingeria jimenezii Labiak,861204,FALSE
Lellingeria_jimenezii,trnL-trnF,GU387230,297,Lellingeria jimenezii Labiak,Lellingeria jimenezii Labiak,861204,FALSE
Lellingeria_kaieteura,atpB,GU376590,1260,Lellingeria kaieteura (Jenman) Labiak,Lellingeria kaieteura (Jenman) Labiak,861205,FALSE
Lellingeria_kaieteura,rbcL,GU386978,1153,Lellingeria kaieteura (Jenman) Labiak,Lellingeria kaieteura (Jenman) Labiak,861205,FALSE
Lellingeria_kaieteura,rps4-trnS,GU387065,456,Lellingeria kaieteura (Jenman) Labiak,Lellingeria kaieteura (Jenman) Labiak,861205,FALSE
Lellingeria_kaieteura,trnL-trnF,GU387231,315,Lellingeria kaieteura (Jenman) Labiak,Lellingeria kaieteura (Jenman) Labiak,861205,FALSE
Lellingeria_major,atpB,GU376592,1260,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,Lellingeria major (Copel.) A.R.Sm. & R.C.Moran,419269,FALSE
Lellingeria_major,rbcL,GU476876,1304,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,Lellingeria major (Copel.) A.R.Sm. & R.C.Moran,419269,FALSE
Lellingeria_major,rps4-trnS,GU387069,445,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,Lellingeria major (Copel.) A.R.Sm. & R.C.Moran,419269,FALSE
Lellingeria_major,trnL-trnF,GU387233,327,Lellingeria major (Copel.) A. R. Sm. & R. C. Moran,Lellingeria major (Copel.) A.R.Sm. & R.C.Moran,419269,FALSE
Lellingeria_melanotrichia,atpB,GU376593,1210,Lellingeria melanotrichia (Baker) A. R. Sm. & R. C. Moran,Lellingeria melanotrichia (Baker) A.R.Sm. & R.C.Moran,857777,FALSE
Lellingeria_melanotrichia,rbcL,GU386973,659,Lellingeria melanotrichia (Baker) A. R. Sm. & R. C. Moran,Lellingeria melanotrichia (Baker) A.R.Sm. & R.C.Moran,857777,FALSE
Lellingeria_melanotrichia,rps4-trnS,GU387070,414,Lellingeria melanotrichia (Baker) A. R. Sm. & R. C. Moran,Lellingeria melanotrichia (Baker) A.R.Sm. & R.C.Moran,857777,FALSE
Lellingeria_melanotrichia,trnL-trnF,GU387234,328,Lellingeria melanotrichia (Baker) A. R. Sm. & R. C. Moran,Lellingeria melanotrichia (Baker) A.R.Sm. & R.C.Moran,857777,FALSE
Lellingeria_oreophila,atpB,GU386919,239,Lellingeria oreophila (Maxon) A. R. Sm. & R. C. Moran,Lellingeria oreophila (Maxon) A.R.Sm. & R.C.Moran,925809,FALSE
Lellingeria_oreophila,rbcL,GU386974,1269,Lellingeria oreophila (Maxon) A. R. Sm. & R. C. Moran,Lellingeria oreophila (Maxon) A.R.Sm. & R.C.Moran,925809,FALSE
Lellingeria_oreophila,rps4-trnS,GU387080,446,Lellingeria oreophila (Maxon) A. R. Sm. & R. C. Moran,Lellingeria oreophila (Maxon) A.R.Sm. & R.C.Moran,925809,FALSE
Lellingeria_oreophila,trnL-trnF,GU387243,309,Lellingeria oreophila (Maxon) A. R. Sm. & R. C. Moran,Lellingeria oreophila (Maxon) A.R.Sm. & R.C.Moran,925809,FALSE
Lellingeria_paramicola,atpB,GU376601,1260,Lellingeria paramicola Labiak,Lellingeria paramicola Labiak,861206,FALSE
Lellingeria_paramicola,rbcL,GU387014,1270,Lellingeria paramicola Labiak,Lellingeria paramicola Labiak,861206,FALSE
Lellingeria_paramicola,rps4-trnS,GU387081,444,Lellingeria paramicola Labiak,Lellingeria paramicola Labiak,861206,FALSE
Lellingeria_paramicola,trnL-trnF,GU387244,281,Lellingeria paramicola Labiak,Lellingeria paramicola Labiak,861206,FALSE
Lellingeria_pendula,atpB,GU376602,1260,Lellingeria pendula (Sw.) A. R. Sm. & R. C. Moran,Lellingeria pendula (Sw.) A.R.Sm. & R.C.Moran,857788,FALSE
Lellingeria_pendula,rbcL,GU387036,1270,Lellingeria pendula (Sw.) A. R. Sm. & R. C. Moran,Lellingeria pendula (Sw.) A.R.Sm. & R.C.Moran,857788,FALSE
Lellingeria_pendula,rps4-trnS,GU387083,442,Lellingeria pendula (Sw.) A. R. Sm. & R. C. Moran,Lellingeria pendula (Sw.) A.R.Sm. & R.C.Moran,857788,FALSE
Lellingeria_pendula,trnL-trnF,GU387246,314,Lellingeria pendula (Sw.) A. R. Sm. & R. C. Moran,Lellingeria pendula (Sw.) A.R.Sm. & R.C.Moran,857788,FALSE
Lellingeria_phlegmaria,atpB,GU376603,1260,Lellingeria phlegmaria (J. Sm.) A. R. Sm. & R. C. Moran,Lellingeria phlegmaria (J.Sm.) A.R.Sm. & R.C.Moran,857789,FALSE
Lellingeria_phlegmaria,rbcL,GU387008,1270,Lellingeria phlegmaria (J. Sm.) A. R. Sm. & R. C. Moran,Lellingeria phlegmaria (J.Sm.) A.R.Sm. & R.C.Moran,857789,FALSE
Lellingeria_phlegmaria,rps4-trnS,GU387084,427,Lellingeria phlegmaria (J. Sm.) A. R. Sm. & R. C. Moran,Lellingeria phlegmaria (J.Sm.) A.R.Sm. & R.C.Moran,857789,FALSE
Lellingeria_phlegmaria,trnL-trnF,GU387247,316,Lellingeria phlegmaria (J. Sm.) A. R. Sm. & R. C. Moran,Lellingeria phlegmaria (J.Sm.) A.R.Sm. & R.C.Moran,857789,FALSE
Lellingeria_pseudocapillaris,atpB,GU376607,1260,Lellingeria pseudocapillaris (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria pseudocapillaris (Rosenst.) A.R.Sm. & R.C.Moran,857790,FALSE
Lellingeria_pseudocapillaris,rbcL,GU386983,1270,Lellingeria pseudocapillaris (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria pseudocapillaris (Rosenst.) A.R.Sm. & R.C.Moran,857790,FALSE
Lellingeria_pseudocapillaris,rps4-trnS,GU387088,447,Lellingeria pseudocapillaris (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria pseudocapillaris (Rosenst.) A.R.Sm. & R.C.Moran,857790,FALSE
Lellingeria_pseudocapillaris,trnL-trnF,GU387251,322,Lellingeria pseudocapillaris (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria pseudocapillaris (Rosenst.) A.R.Sm. & R.C.Moran,857790,FALSE
Lellingeria_randallii,atpB,GU376609,1260,Lellingeria randallii (Maxon) A. R. Sm. & R. C. Moran,Lellingeria randallii (Maxon) A.R.Sm. & R.C.Moran,857791,FALSE
Lellingeria_randallii,rbcL,GU387039,1270,Lellingeria randallii (Maxon) A. R. Sm. & R. C. Moran,Lellingeria randallii (Maxon) A.R.Sm. & R.C.Moran,857791,FALSE
Lellingeria_randallii,rps4-trnS,GU387091,443,Lellingeria randallii (Maxon) A. R. Sm. & R. C. Moran,Lellingeria randallii (Maxon) A.R.Sm. & R.C.Moran,857791,FALSE
Lellingeria_randallii,trnL-trnF,GU387254,315,Lellingeria randallii (Maxon) A. R. Sm. & R. C. Moran,Lellingeria randallii (Maxon) A.R.Sm. & R.C.Moran,857791,FALSE
Lellingeria_simacensis,atpB,GU376610,1208,Lellingeria simacensis (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria simacensis (Rosenst.) A.R.Sm. & R.C.Moran,741030,FALSE
Lellingeria_simacensis,rbcL,GU387001,1270,Lellingeria simacensis (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria simacensis (Rosenst.) A.R.Sm. & R.C.Moran,741030,FALSE
Lellingeria_simacensis,rps4-trnS,GU387092,446,Lellingeria simacensis (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria simacensis (Rosenst.) A.R.Sm. & R.C.Moran,741030,FALSE
Lellingeria_simacensis,trnL-trnF,GU387255,320,Lellingeria simacensis (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria simacensis (Rosenst.) A.R.Sm. & R.C.Moran,741030,FALSE
Lellingeria_subimpressa,atpB,GU376611,1260,Lellingeria subimpressa (Copel.) Labiak,Lellingeria subimpressa (Copel.) Labiak,861207,FALSE
Lellingeria_subimpressa,rbcL,GU386967,1270,Lellingeria subimpressa (Copel.) Labiak,Lellingeria subimpressa (Copel.) Labiak,861207,FALSE
Lellingeria_subimpressa,rps4-trnS,GU387093,446,Lellingeria subimpressa (Copel.) Labiak,Lellingeria subimpressa (Copel.) Labiak,861207,FALSE
Lellingeria_subimpressa,trnL-trnF,GU387256,319,Lellingeria subimpressa (Copel.) Labiak,Lellingeria subimpressa (Copel.) Labiak,861207,FALSE
Lellingeria_subsessilis,atpB,GU376613,1260,Lellingeria subsessilis (Baker) A. R. Sm. & R. C. Moran,Lellingeria subsessilis (Baker) A.R.Sm. & R.C.Moran,263109,FALSE
Lellingeria_subsessilis,rbcL,GU386997,1270,Lellingeria subsessilis (Baker) A. R. Sm. & R. C. Moran,Lellingeria subsessilis (Baker) A.R.Sm. & R.C.Moran,263109,FALSE
Lellingeria_subsessilis,rps4-trnS,GU387095,446,Lellingeria subsessilis (Baker) A. R. Sm. & R. C. Moran,Lellingeria subsessilis (Baker) A.R.Sm. & R.C.Moran,263109,FALSE
Lellingeria_subsessilis,trnL-trnF,GU387258,325,Lellingeria subsessilis (Baker) A. R. Sm. & R. C. Moran,Lellingeria subsessilis (Baker) A.R.Sm. & R.C.Moran,263109,FALSE
Lellingeria_suprasculpta,atpB,GU376614,1260,Lellingeria suprasculpta (Christ) A. R. Sm. & R. C. Moran,Lellingeria suprasculpta (Christ) A.R.Sm. & R.C.Moran,741031,FALSE
Lellingeria_suprasculpta,rbcL,GU386987,1270,Lellingeria suprasculpta (Christ) A. R. Sm. & R. C. Moran,Lellingeria suprasculpta (Christ) A.R.Sm. & R.C.Moran,741031,FALSE
Lellingeria_suprasculpta,rps4-trnS,GU387096,445,Lellingeria suprasculpta (Christ) A. R. Sm. & R. C. Moran,Lellingeria suprasculpta (Christ) A.R.Sm. & R.C.Moran,741031,FALSE
Lellingeria_suprasculpta,trnL-trnF,GU387259,315,Lellingeria suprasculpta (Christ) A. R. Sm. & R. C. Moran,Lellingeria suprasculpta (Christ) A.R.Sm. & R.C.Moran,741031,FALSE
Lellingeria_suspensa,atpB,GU376617,1260,Lellingeria suspensa (L.) A. R. Sm. & R. C. Moran,Lellingeria suspensa (L.) A.R.Sm. & R.C.Moran,741032,FALSE
Lellingeria_suspensa,rbcL,GU386976,1270,Lellingeria suspensa (L.) A. R. Sm. & R. C. Moran,Lellingeria suspensa (L.) A.R.Sm. & R.C.Moran,741032,FALSE
Lellingeria_suspensa,rps4-trnS,GU387099,437,Lellingeria suspensa (L.) A. R. Sm. & R. C. Moran,Lellingeria suspensa (L.) A.R.Sm. & R.C.Moran,741032,FALSE
Lellingeria_suspensa,trnL-trnF,GU387262,320,Lellingeria suspensa (L.) A. R. Sm. & R. C. Moran,Lellingeria suspensa (L.) A.R.Sm. & R.C.Moran,741032,FALSE
Lellingeria_tamandarei,atpB,GU376621,1260,Lellingeria tamandarei (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria tamandarei A.R.Sm. & R.C.Moran,857969,FALSE
Lellingeria_tamandarei,rbcL,GU387027,1270,Lellingeria tamandarei (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria tamandarei A.R.Sm. & R.C.Moran,857969,FALSE
Lellingeria_tamandarei,rps4-trnS,GU387103,383,Lellingeria tamandarei (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria tamandarei A.R.Sm. & R.C.Moran,857969,FALSE
